Name,Industry
Nuvalent,Pharma & Healthcare
Nuvalent,Pharma & Healthcare
NuVasive,Others
Nuvation Bio,Pharma & Healthcare
Nuvation Bio,Pharma & Healthcare
Nuvectis Pharma,Pharma & Healthcare
Nuvectis Pharma,Pharma & Healthcare
Nuvei,Banks & Finance
Nuvei,Tech & Software
NuZee,Food
NV5 Global,Tech & Software
NV5 Global,Manufacturing
NVE Corporation,Others
nVent Electric,Electricity
NVIDIA,Tech & Software
NVIDIA,Tech & Software
NVR,Construction & Real Estate
NVR,Banks & Finance
NW Natural,Others
NWS holdings,Manufacturing
NWS holdings,Tech & Software
NXP Semiconductors,Tech & Software
NXP Semiconductors,Tech & Software
Nykaa,Retail
Nykaa,Tech & Software
Nykaa,Tech & Software
Nymox Pharmaceutical,Pharma & Healthcare
O2 Czech Republic,Media & telecommunication
O2Micro,Tech & Software
Oak Street Health,Pharma & Healthcare
Oatly,Food
Obayashi,Construction & Real Estate
Oberbank,Banks & Finance
Oberbank,Banks & Finance
Oberoi Realty,Construction & Real Estate
OBIC,Others
Obsidian Energy,"Oil, Gas & Mining"
Ocado,Others
OCBC Bank,Banks & Finance
Occidental Petroleum,"Oil, Gas & Mining"
Ocean Power Technologies,Electricity
Oceaneering International,Tech & Software
Oceaneering International,Manufacturing
OceanFirst Financial,Banks & Finance
OceanFirst Financial,Banks & Finance
OCI,Others
Oconee Federal Financial,Banks & Finance
Ocugen,Pharma & Healthcare
Ocugen,Pharma & Healthcare
Ocular Therapeutix,Pharma & Healthcare
Ocular Therapeutix,Pharma & Healthcare
Ocwen,Banks & Finance
Odakyu Electric Railway,Courier & transportation
Odakyu Electric Railway,Courier & transportation
OdontoPrev,Others
Offcn Education,Others
Offerpad,Construction & Real Estate
Office Depot,Retail
Office Properties Income Trust,Construction & Real Estate
Office Properties Income Trust,Banks & Finance
OFG Bancorp,Banks & Finance
OFG Bancorp,Banks & Finance
OGE Energy,"Oil, Gas & Mining"
Ohio Valley Banc Corp,Banks & Finance
Ohio Valley Banc Corp,Banks & Finance
O-I Glass,Others
Oil &amp; Natural Gas,"Oil, Gas & Mining"
Oil India,"Oil, Gas & Mining"
Oil States International,"Oil, Gas & Mining"
Oil-Dri Corporation Of America,Others
Okta,Tech & Software
Okta,Tech & Software
Olam,Food
Olaplex,Consumer Goods & Clothing
Olav Thon,Construction & Real Estate
OLB Group,Banks & Finance
OLB Group,Tech & Software
Old Dominion Freight Line,Courier & transportation
Old National Bank,Banks & Finance
Old Point Financial,Banks & Finance
Old Point Financial,Banks & Finance
Old Republic International,Others
Old Second Bancorp,Banks & Finance
Old Second Bancorp,Banks & Finance
Olectra Greentech,Others
Olin,Others
Olink Holding,Pharma & Healthcare
Olink Holding,Pharma & Healthcare
Ollie's Bargain Outlet,Others
Olo,Food
Olo,Tech & Software
Olo,Tech & Software
Olvi plc,Food
Olvi plc,Alcohol & Tobacco
Olympic Steel,"Oil, Gas & Mining"
Olympus,Manufacturing
Omaxe,Construction & Real Estate
Omega Flex,Others
Omega Healthcare,Others
Omnicell,Others
Omnicom,Tech & Software
Omron,Others
OMV,"Oil, Gas & Mining"
On Holding,Others
ON Semiconductor,Tech & Software
ON Semiconductor,Tech & Software
ON24,Tech & Software
ON24,Tech & Software
OncoCyte,Others
Oncolytics Biotech,Pharma & Healthcare
Oncolytics Biotech,Pharma & Healthcare
Onconova Therapeutics,Pharma & Healthcare
Onconova Therapeutics,Pharma & Healthcare
ONE Gas,"Oil, Gas & Mining"
One Medical,Others
OneConnect,Banks & Finance
OneConnect,Tech & Software
OneMain Financial,Banks & Finance
Oneok,"Oil, Gas & Mining"
OneSpaWorld,Others
OneWater Marine,Others
Onion Global,Tech & Software
Onion Global,Tech & Software
Ono Pharmaceutical,Pharma & Healthcare
Onto Innovation,Tech & Software
Onto Innovation,Tech & Software
Ontrak,Pharma & Healthcare
Ooma,Media & telecommunication
OPC Energy,Electricity
Open Lending,Banks & Finance
Opendoor,Construction & Real Estate
OpenText,Tech & Software
OpenText,Tech & Software
Opera,Tech & Software
Opera,Tech & Software
OpGen,Pharma & Healthcare
OPKO Health,Others
Oppenheimer Holdings,Banks & Finance
Oppenheimer Holdings,Banks & Finance
Oppenheimer Holdings,Banks & Finance
OPTiM,Tech & Software
OPTiM,Tech & Software
Option Care Health,Others
Oracle,Tech & Software
Oracle,Tech & Software
Oracle Corp Japan,Tech & Software
Oracle Corp Japan,Tech & Software
Oragenics,Pharma & Healthcare
Orange,Media & telecommunication
Orange Polska,Media & telecommunication
OraSure Technologies,Pharma & Healthcare
Orchard Therapeutics,Pharma & Healthcare
Orchard Therapeutics,Pharma & Healthcare
Orchid Island Capital,Construction & Real Estate
Orchid Island Capital,Banks & Finance
O'Reilly Automotive,Manufacturing
OrganiGram Holdings,Others
Organogenesis,Pharma & Healthcare
Organogenesis,Pharma & Healthcare
Organon,Pharma & Healthcare
Organon,Pharma & Healthcare
Organovo,Pharma & Healthcare
ORIC Pharmaceuticals,Pharma & Healthcare
Orient Cement,Others
Orient Electric,Others
Orient Overseas Container Line,Courier & transportation
Orient Paper Mills,Others
Oriental Aromatics,Chemicals
Oriental Land,Entertainment
Oriental Land,Entertainment
Origin Bancorp,Banks & Finance
Origin Bancorp,Banks & Finance
Origin Materials,Others
Orion Corporation,Pharma & Healthcare
Orion Energy Systems,Others
Orion Engineered Carbons,Chemicals
Orion Office REIT,Construction & Real Estate
Orion Office REIT,Banks & Finance
orion-group-holdings,Construction & Real Estate
ORIX,Banks & Finance
ORIX,Banks & Finance
Orkla,Others
Orla Mining,"Oil, Gas & Mining"
Ormat Technologies,Manufacturing
Orpea,Others
Orphazyme,Pharma & Healthcare
Orphazyme,Pharma & Healthcare
Orrstown Financial Services,Banks & Finance
Orrstown Financial Services,Banks & Finance
Orthofix Medical,Others
OrthoPediatrics,Pharma & Healthcare
Osaka Gas,Others
Oscar Health,Banks & Finance
Oscar Health,Pharma & Healthcare
Oshkosh Corporation,Others
OSI Systems,Others
Osisko Gold Royalties,Others
OTE Group,Media & telecommunication
Otis Worldwide,Manufacturing
OTP Bank,Banks & Finance
OTP Bank,Banks & Finance
Otsuka,Others
Otsuka Holdings,Pharma & Healthcare
Otter Tail,Electricity
Ottogi,Food
Ouster,Tech & Software
Outfront Media,Others
Outlook Therapeutics,Pharma & Healthcare
Outokumpu,Others
Outset Medical,Pharma & Healthcare
Overseas Shipholding Group,"Oil, Gas & Mining"
Overseas Shipholding Group,Courier & transportation
Overstock.com,Retail
Overstock.com,Tech & Software
Overstock.com,Tech & Software
OVH Groupe,Tech & Software
OVH Groupe,Tech & Software
OVH Groupe,Media & telecommunication
Ovid Therapeutics,Pharma & Healthcare
Ovid Therapeutics,Pharma & Healthcare
Ovintiv,Others
Owens &amp; Minor,Pharma & Healthcare
Owens Corning,Others
Owl Rock Capital,Others
Owlet,Pharma & Healthcare
Oxford Industries,Consumer Goods & Clothing
Oxford Square Capital,Banks & Finance
OYAK «imento,Others
OYAK «imento,Others
Oyster Point Pharma,Pharma & Healthcare
Ozon,Tech & Software
Ozon,Tech & Software
P10,Banks & Finance
P10,Banks & Finance
Paccar,Manufacturing
Pacific Biosciences,Others
Pacific Century Regional Developments,Banks & Finance
Pacific Gas and Electric,"Oil, Gas & Mining"
Pacific Gas and Electric,Electricity
Pacific Premier Bancorp,Others
Pacira Biosciences,Others
Packaging Corporation of America,Others
Pactiv Evergreen,Others
PacWest Bancorp,Others
PAE,Manufacturing
Page Industries,Consumer Goods & Clothing
Page Industries,Manufacturing
PagerDuty,Others
PagSeguro,Others
PainReform,Pharma & Healthcare
PainReform,Pharma & Healthcare
Paisalo Digital,Banks & Finance
Palantir,Tech & Software
Palantir,Tech & Software
Palatin Technologies,Others
Palfinger,Others
Palo Alto Networks,Tech & Software
Palo Alto Networks,Tech & Software
Palomar Holdings,Others
Pampa Energ√≠a,Electricity
Pan American Silver,"Oil, Gas & Mining"
Pan Pacific,Entertainment
Panasonic,Tech & Software
Pandora,Consumer Goods & Clothing
Papa John's Pizza,Food
Papa John's Pizza,Food
Par Pacific Holdings,Others
PAR Technology,Food
PAR Technology,Tech & Software
PAR Technology,Tech & Software
Paradox Interactive,Tech & Software
Paradox Interactive,Entertainment
Parag Milk Foods,Food
Paramount Group,Construction & Real Estate
Paramount Group,Banks & Finance
Paramount Resources,"Oil, Gas & Mining"
Paratek Pharmaceuticals,Pharma & Healthcare
Pareteum Corporation,Tech & Software
Pareteum Corporation,Tech & Software
Park Aerospace,Manufacturing
Park City Group,Tech & Software
Park City Group,Tech & Software
Park Hotels &amp; Resorts,Entertainment
Park National Corp,Banks & Finance
Park National Corp,Banks & Finance
Parke Bancorp,Banks & Finance
Parke Bancorp,Banks & Finance
Parker-Hannifin,Manufacturing
Parkland Corp,"Oil, Gas & Mining"
Parkland Corp,Retail
Parsons,Others
Partner Communications,Others
Partners Group,Banks & Finance
Party City,Retail
Patria Investments,Banks & Finance
Patria Investments,Banks & Finance
Patrick Industries,Others
Patrizia Immobilien,Construction & Real Estate
Patterson Companies,Others
Patterson-UTI Energy,Others
PAVmed,Pharma & Healthcare
Paya,Banks & Finance
Paya,Tech & Software
Paychex,Tech & Software
Paycom,Tech & Software
Paycom,Tech & Software
Paycor,Tech & Software
Paycor,Tech & Software
Paylocity,Others
Paymentus,Banks & Finance
Payoneer,Banks & Finance
Payoneer,Tech & Software
PayPal,Banks & Finance
PayPal,Tech & Software
Paysafe,Banks & Finance
Paysafe,Tech & Software
Paysign,Banks & Finance
Paysign,Tech & Software
Paytm,Banks & Finance
Paytm,Tech & Software
PB Fintech,Banks & Finance
PB Fintech,Banks & Finance
PB Fintech,Tech & Software
PBF Energy,"Oil, Gas & Mining"
PBF Logistics,"Oil, Gas & Mining"
PC Connection,Others
PCCW,Media & telecommunication
PCSB Financial,Banks & Finance
PCSB Financial,Banks & Finance
PDC Energy,"Oil, Gas & Mining"
PDF Solutions,Tech & Software
PDF Solutions,Tech & Software
PDF Solutions,Tech & Software
PDS Biotechnology,Pharma & Healthcare
PDS Biotechnology,Pharma & Healthcare
PDS Multinational,Retail
PDS Multinational,Consumer Goods & Clothing
Peabody Energy,"Oil, Gas & Mining"
Pearl Abyss,Tech & Software
Pearl Abyss,Entertainment
Pearson,Others
Pebblebrook Hotel Trust,Construction & Real Estate
Pebblebrook Hotel Trust,Banks & Finance
Pebblebrook Hotel Trust,Entertainment
PEDEVCO,"Oil, Gas & Mining"
Pegasus Airlines,Courier & transportation
Pegasus Airlines,Courier & transportation
Pegasystems,Tech & Software
Pegasystems,Tech & Software
Peloton,Media & telecommunication
Pembina Pipeline,"Oil, Gas & Mining"
Penn National Gaming,Entertainment
Penn Virginia,"Oil, Gas & Mining"
PennantPark Floating Rate,Banks & Finance
PennantPark Investment,Banks & Finance
PennyMac,Others
PennyMac Mortgage Investment Trust,Construction & Real Estate
PennyMac Mortgage Investment Trust,Banks & Finance
Penseco Financial Services,Banks & Finance
Penseco Financial Services,Banks & Finance
Penske Automotive,Manufacturing
Pentair,Others
Penumbra,Pharma & Healthcare
People Can Fly,Tech & Software
People Can Fly,Entertainment
People‚Äôs Insurance Company of China,Banks & Finance
Peoples Bancorp of North Carolina,Banks & Finance
Peoples Bancorp of North Carolina,Banks & Finance
People's United Bank,Banks & Finance
People's United Bank,Banks & Finance
Pepsico,Food
PeptiDream,Pharma & Healthcare
Perdoceo Education,Others
Perella Weinberg Partners,Banks & Finance
Perfect World Entertainment,Tech & Software
Perfect World Entertainment,Entertainment
Perficient,Tech & Software
Performance Food Group,Food
Performance Shipping,"Oil, Gas & Mining"
Performance Shipping,Courier & transportation
Perimeter Solutions,Chemicals
Perion Network,Tech & Software
PerkinElmer,Pharma & Healthcare
PerkinElmer,Chemicals
Permata Bank,Banks & Finance
Permata Bank,Banks & Finance
Pernod Ricard,Food
Pernod Ricard,Alcohol & Tobacco
Perrigo,Pharma & Healthcare
Perrigo,Pharma & Healthcare
Pershing Square Holdings,Others
Pershing Square Tontine,Banks & Finance
Persistent Systems,Tech & Software
Petco,Retail
PetIQ,Others
Petro Rabigh,"Oil, Gas & Mining"
Petro Rabigh,Chemicals
Petro Rio,"Oil, Gas & Mining"
Petrobras,"Oil, Gas & Mining"
PetroChina,"Oil, Gas & Mining"
Petronet LNG,"Oil, Gas & Mining"
Petropavlovsk,"Oil, Gas & Mining"
Petros Pharmaceuticals,Pharma & Healthcare
Petros Pharmaceuticals,Pharma & Healthcare
Pexip,Others
Pfeiffer Vacuum,Others
Pfizer,Pharma & Healthcare
Pfizer,Pharma & Healthcare
PGNiG,"Oil, Gas & Mining"
PGT Innovations,Manufacturing
Pharvaris,Pharma & Healthcare
Pharvaris,Pharma & Healthcare
PhaseBio Pharmaceuticals,Pharma & Healthcare
Phathom Pharmaceuticals,Pharma & Healthcare
Phibro Animal Health,Others
Philip Morris,Alcohol & Tobacco
Philip Morris ƒåR,Alcohol & Tobacco
Philips,Manufacturing
Phillips 66,"Oil, Gas & Mining"
Phillips 66 Partners,Others
Phillips Carbon Black,Others
Phillips Edison &amp; Company,Construction & Real Estate
Phillips Edison &amp; Company,Banks & Finance
Phillips-Van Heusen,Consumer Goods & Clothing
Phoenix Group,Banks & Finance
Phoenix Mills,Construction & Real Estate
PhosAgro,Chemicals
Photronics,Tech & Software
Photronics,Tech & Software
Phreesia,Tech & Software
Phreesia,Tech & Software
Phunware,Tech & Software
Phunware,Tech & Software
Physicians Realty Trust,Construction & Real Estate
PI Industries,Chemicals
Pidilite,Others
Piedmont Lithium,"Oil, Gas & Mining"
Piedmont Office Realty Trust,Construction & Real Estate
Piedmont Office Realty Trust,Banks & Finance
PIERER Mobility,Others
Pieris Pharmaceuticals,Pharma & Healthcare
Pigeon,Others
Pilgrim's Pride,Others
PIMCO,Others
Pinduoduo,Tech & Software
Pinduoduo,Tech & Software
Ping An Bank,Banks & Finance
Ping An Bank,Banks & Finance
Ping An Insurance,Banks & Finance
Ping Identity Holding,Others
Pinnacle Financial Partners,Banks & Finance
Pinnacle West Capital,Others
Pintec Technology,Banks & Finance
Pintec Technology,Tech & Software
Pinterest,Others
Pioneer Natural Resources,"Oil, Gas & Mining"
Pioneer Power Solutions,Electricity
Pioneer Power Solutions,Manufacturing
Piper Sandler,Banks & Finance
Piper Sandler,Banks & Finance
Piper Sandler,Banks & Finance
Piramal Group,Pharma & Healthcare
Pirelli,Manufacturing
Pixelworks,Tech & Software
Pixelworks,Tech & Software
PJT Partners,Others
PKN Orlen,"Oil, Gas & Mining"
PKO Bank Polski,Banks & Finance
PKO Bank Polski,Banks & Finance
Plains All American Pipeline,Others
Plains GP Holdings,"Oil, Gas & Mining"
Planet Fitness,Entertainment
Planet Labs,Manufacturing
Planet13,Others
Plantronics,Tech & Software
Platinum Group Metals,"Oil, Gas & Mining"
Playa Hotels &amp; Resorts,Entertainment
PlayAGS,Entertainment
Playtech,Tech & Software
Playtech,Entertainment
Playtika,Tech & Software
Playtika,Entertainment
PlayWay,Tech & Software
PlayWay,Entertainment
PLBY Group (Playboy),Entertainment
PLBY Group (Playboy),Media & telecommunication
PLDT,Media & telecommunication
Plexus,Others
Plug Power,Others
Plus500,Banks & Finance
Plymouth Industrial REIT,Construction & Real Estate
Plymouth Industrial REIT,Banks & Finance
PMV Pharmaceuticals,Pharma & Healthcare
PMV Pharmaceuticals,Pharma & Healthcare
PNC Financial Services,Banks & Finance
PNC Financial Services,Banks & Finance
PNM Resources,Others
Polar Power,Electricity
Polaris,Manufacturing
Pollux Properti Indonesia,Construction & Real Estate
Polycab India,Others
PolyMet,"Oil, Gas & Mining"
Polymetal,"Oil, Gas & Mining"
PolyOne,Others
Polyplex,Others
Polyus,Others
Ponsse,Others
POOLCORP,Others
Porch Group,Tech & Software
Porch Group,Tech & Software
PORR,Construction & Real Estate
Porsche SE,Banks & Finance
Porsche SE,Banks & Finance
Port of Tauranga,Others
Portillo's,Food
Portillo's,Food
Portland General Electric,Others
Portman Ridge,Banks & Finance
POSCO,Others
POSCO Chemical,Chemicals
Poshmark,Tech & Software
Poshmark,Tech & Software
Post Holdings,Others
Postal Savings Bank of China,Banks & Finance
Postal Savings Bank of China,Banks & Finance
Poste Italiane,Courier & transportation
PostNL,Courier & transportation
Potbelly Corporation,Food
Potbelly Corporation,Food
PotlatchDeltic,Others
Powell Industries,Manufacturing
Power Assets,Electricity
Power Corporation of Canada,Others
Power Finance Corp,Banks & Finance
Power Financial,Banks & Finance
Power Integrations,Tech & Software
Power Integrations,Tech & Software
Power Mech Projects,Construction & Real Estate
PowerFleet,Others
